configurationID,jitless,experimental-wasm-modules,experimental-vm-modules,preserve-symlinks-main,no-warnings,node-memory-debug,ops
0,0,0,0,0,0,0,0.015592871955635816
1,1,1,0,1,0,1,0.015675389433548834
10,1,0,1,1,1,0,0.015705529156275943
11,1,0,1,1,1,1,0.015676869086946942
12,0,0,1,1,1,1,0.015717808424215617
13,1,0,1,0,1,1,0.01570948377535953
14,0,1,1,1,0,0,0.01567675835151448
15,0,0,1,0,0,1,0.015580782033085534
16,1,1,1,1,0,1,0.015706876940486256
17,0,1,0,1,0,1,0.01569623678258293
18,0,1,0,0,1,0,0.015716293030849936
19,0,1,0,0,0,1,0.015708537689407533
2,1,0,1,1,0,0,0.015622706896208075
20,1,0,0,0,0,1,0.015609731156755896
21,0,0,0,0,0,1,0.01557613191304159
22,1,1,0,1,0,0,0.015780494941531883
23,0,1,1,0,1,0,0.015709292163802232
24,1,1,1,1,1,0,0.01570429074530509
25,0,1,1,0,0,1,0.015671115074081258
26,1,1,1,0,0,0,0.015693672391227053
27,0,0,1,0,1,0,0.01558853727647455
28,1,0,0,0,1,0,0.015612011373485687
29,1,1,0,0,1,1,0.015391675956190978
3,1,0,1,0,0,0,0.015696495765298437
4,1,1,1,1,1,1,0.015697161296808874
5,1,0,0,1,1,1,0.01566756435329128
6,1,0,0,1,0,1,0.015599365166125647
7,0,0,0,1,1,1,0.015406763293189359
8,0,0,1,1,0,1,0.015680280703936192
9,0,1,1,1,1,1,0.015574787714414616
