configurationID,memory,format,level,depth,size,time
0,75%,xz,-3,16,3001852,2.647
1,50%,xz,-3,1,3001844,2.607
10,100%,xz,-9,1,2750272,5.27
11,50%,lzma,-6,16,2749760,5.145
12,75%,xz,-3,32,3001852,2.645
13,50%,lzma,-3,16,3001334,2.609
14,50%,lzma,-6,32,2749760,5.182
15,50%,xz,-6,32,2750236,5.17
16,75%,lzma,-3,16,3001334,2.647
17,75%,lzma,-6,32,2749760,5.141
18,100%,lzma,-6,1,2749760,5.136
19,75%,lzma,-3,1,3001334,2.588
2,75%,xz,-9,16,2750280,5.311
20,75%,lzma,-6,1,2749760,5.207
21,75%,lzma,-6,16,2749760,5.16
22,100%,xz,-9,32,2750280,5.304
23,100%,xz,-9,16,2750280,5.3
24,50%,lzma,-9,32,2749803,5.271
25,50%,lzma,-3,32,3001334,2.6
26,100%,xz,-3,1,3001844,2.634
27,100%,lzma,-9,16,2749803,5.278
28,100%,lzma,-3,1,3001334,2.643
29,50%,lzma,-6,1,2749760,5.127
3,100%,xz,-6,32,2750236,5.194
4,50%,lzma,-3,1,3001334,2.606
5,75%,xz,-3,1,3001844,2.628
6,100%,lzma,-6,16,2749760,5.207
7,75%,xz,-6,32,2750236,5.152
8,50%,xz,-3,32,3001852,2.639
9,75%,xz,-9,32,2750280,5.285
