configurationID,memory,format,level,depth,size,time
0,75%,xz,-3,16,4914804,3.49
1,50%,xz,-3,1,4914796,3.487
10,100%,xz,-9,1,4489868,4.225
11,50%,lzma,-6,16,4489170,4.183
12,75%,xz,-3,32,4914804,3.512
13,50%,lzma,-3,16,4913990,3.425
14,50%,lzma,-6,32,4489170,4.218
15,50%,xz,-6,32,4489920,4.274
16,75%,lzma,-3,16,4913990,3.428
17,75%,lzma,-6,32,4489170,4.216
18,100%,lzma,-6,1,4489170,4.243
19,75%,lzma,-3,1,4913990,3.465
2,75%,xz,-9,16,4489876,4.261
20,75%,lzma,-6,1,4489170,4.231
21,75%,lzma,-6,16,4489170,4.22
22,100%,xz,-9,32,4489876,4.264
23,100%,xz,-9,16,4489876,4.279
24,50%,lzma,-9,32,4489124,4.217
25,50%,lzma,-3,32,4913990,3.463
26,100%,xz,-3,1,4914796,3.461
27,100%,lzma,-9,16,4489124,4.268
28,100%,lzma,-3,1,4913990,3.497
29,50%,lzma,-6,1,4489170,4.19
3,100%,xz,-6,32,4489920,4.241
4,50%,lzma,-3,1,4913990,3.449
5,75%,xz,-3,1,4914796,3.485
6,100%,lzma,-6,16,4489170,4.238
7,75%,xz,-6,32,4489920,4.227
8,50%,xz,-3,32,4914804,3.504
9,75%,xz,-9,32,4489876,4.289
