configurationID,memory,format,level,depth,size,time
0,75%,xz,-3,16,14838428,3.154
1,50%,xz,-3,1,14777004,9.764
10,100%,xz,-9,1,13374160,27.076
11,50%,lzma,-6,16,13497551,24.031
12,75%,xz,-3,32,14838428,3.147
13,50%,lzma,-3,16,14775082,9.681
14,50%,lzma,-6,32,13497551,23.974
15,50%,xz,-6,32,13577880,12.713
16,75%,lzma,-3,16,14775082,9.677
17,75%,lzma,-6,32,13497551,23.962
18,100%,lzma,-6,1,13497551,24.038
19,75%,lzma,-3,1,14775082,9.622
2,75%,xz,-9,16,13374168,27.197
20,75%,lzma,-6,1,13497551,23.973
21,75%,lzma,-6,16,13497551,23.96
22,100%,xz,-9,32,13374168,27.209
23,100%,xz,-9,16,13374168,27.289
24,50%,lzma,-9,32,13365111,27.162
25,50%,lzma,-3,32,14775082,9.713
26,100%,xz,-3,1,14777004,9.792
27,100%,lzma,-9,16,13365111,27.237
28,100%,lzma,-3,1,14775082,9.727
29,50%,lzma,-6,1,13497551,23.931
3,100%,xz,-6,32,13577880,12.803
4,50%,lzma,-3,1,14775082,9.718
5,75%,xz,-3,1,14777004,9.895
6,100%,lzma,-6,16,13497551,24.003
7,75%,xz,-6,32,13577880,12.738
8,50%,xz,-3,32,14838428,3.158
9,75%,xz,-9,32,13374168,27.248
