configurationID,memory,format,level,depth,size,time
0,75%,xz,-3,16,2149748,1.281
1,50%,xz,-3,1,2131652,2.59
10,100%,xz,-9,1,1738884,11.591
11,50%,lzma,-6,16,1778958,11.176
12,75%,xz,-3,32,2149748,1.28
13,50%,lzma,-3,16,2131278,2.492
14,50%,lzma,-6,32,1778958,11.096
15,50%,xz,-6,32,1797072,8.39
16,75%,lzma,-3,16,2131278,2.488
17,75%,lzma,-6,32,1778958,11.046
18,100%,lzma,-6,1,1778958,11.19
19,75%,lzma,-3,1,2131278,2.513
2,75%,xz,-9,16,1738892,11.598
20,75%,lzma,-6,1,1778958,11.161
21,75%,lzma,-6,16,1778958,11.104
22,100%,xz,-9,32,1738892,11.597
23,100%,xz,-9,16,1738892,11.6
24,50%,lzma,-9,32,1738572,11.454
25,50%,lzma,-3,32,2131278,2.483
26,100%,xz,-3,1,2131652,2.58
27,100%,lzma,-9,16,1738572,11.566
28,100%,lzma,-3,1,2131278,2.491
29,50%,lzma,-6,1,1778958,11.122
3,100%,xz,-6,32,1797072,8.408
4,50%,lzma,-3,1,2131278,2.535
5,75%,xz,-3,1,2131652,2.575
6,100%,lzma,-6,16,1778958,11.079
7,75%,xz,-6,32,1797072,8.368
8,50%,xz,-3,32,2149748,1.287
9,75%,xz,-9,32,1738892,11.577
