configurationID,format,j,jp2,jbig2,ccitt,size,realtime
0,tiff,1,1,1,1,1536637,0m1.833s
1,tiff,1,1,0,1,1536622,0m1.867s
10,png,1,0,1,1,1615715,0m3.510s
11,png,1,0,0,1,1615726,0m3.535s
12,png,0,1,0,0,1843123,0m3.705s
13,png,0,0,0,0,1843114,0m3.702s
14,png,0,0,0,1,1843132,0m3.693s
15,png,0,1,1,0,1843138,0m3.723s
2,tiff,1,0,1,1,1536664,0m1.862s
3,tiff,1,0,0,1,1536656,0m1.870s
4,tiff,0,1,0,0,1795002,0m1.880s
5,tiff,0,0,0,0,1795019,0m1.857s
6,tiff,0,0,0,1,1794949,0m1.881s
7,tiff,0,1,1,0,1794754,0m1.848s
8,png,1,1,1,1,1615738,0m3.593s
9,png,1,1,0,1,1615752,0m3.511s
