configurationID,format,j,jp2,jbig2,ccitt,size,realtime
0,tiff,1,1,1,1,3273962,0m5.481s
1,tiff,1,1,0,1,3273934,0m5.453s
10,png,1,0,1,1,3254945,0m8.802s
11,png,1,0,0,1,3254946,0m8.809s
12,png,0,1,0,0,8502360,0m25.954s
13,png,0,0,0,0,8502345,0m26.039s
14,png,0,0,0,1,8502366,0m25.999s
15,png,0,1,1,0,8502340,0m25.942s
2,tiff,1,0,1,1,3273993,0m5.458s
3,tiff,1,0,0,1,3274016,0m5.446s
4,tiff,0,1,0,0,10068124,0m6.130s
5,tiff,0,0,0,0,10068003,0m6.105s
6,tiff,0,0,0,1,10067992,0m6.115s
7,tiff,0,1,1,0,10068041,0m6.102s
8,png,1,1,1,1,3254908,0m8.851s
9,png,1,1,0,1,3254917,0m8.810s
