configurationID,format,j,jp2,jbig2,ccitt,size,realtime
0,tiff,1,1,1,1,1612682,0m1.355s
1,tiff,1,1,0,1,1612687,0m1.323s
10,png,1,0,1,1,1577760,0m3.100s
11,png,1,0,0,1,1577755,0m3.092s
12,png,0,1,0,0,2357342,0m5.060s
13,png,0,0,0,0,2357336,0m5.051s
14,png,0,0,0,1,2341695,0m4.865s
15,png,0,1,1,0,2357339,0m5.059s
2,tiff,1,0,1,1,1612761,0m1.356s
3,tiff,1,0,0,1,1612700,0m1.301s
4,tiff,0,1,0,0,2762507,0m1.407s
5,tiff,0,0,0,0,2762503,0m1.458s
6,tiff,0,0,0,1,2745094,0m1.393s
7,tiff,0,1,1,0,2762592,0m1.433s
8,png,1,1,1,1,1577747,0m3.065s
9,png,1,1,0,1,1577758,0m3.100s
