configurationID,jitless,experimental-wasm-modules,experimental-vm-modules,preserve-symlinks-main,no-warnings,node-memory-debug,ops
0,0,0,0,0,0,0,0.09696549918471034
1,1,1,0,1,0,1,0.01618726687546257
10,1,0,1,1,1,0,0.016005136533264634
11,1,0,1,1,1,1,0.01610028874369625
12,0,0,1,1,1,1,0.09799783680070714
13,1,0,1,0,1,1,0.01608485273496616
14,0,1,1,1,0,0,0.09939289052761376
15,0,0,1,0,0,1,0.09906607909716772
16,1,1,1,1,0,1,0.016018969149060282
17,0,1,0,1,0,1,0.09962804927315856
18,0,1,0,0,1,0,0.0930405107905743
19,0,1,0,0,0,1,0.09020456208945776
2,1,0,1,1,0,0,0.016107327298383104
20,1,0,0,0,0,1,0.016199344097129455
21,0,0,0,0,0,1,0.09443606897867628
22,1,1,0,1,0,0,0.015979542818018336
23,0,1,1,0,1,0,0.09921498507505984
24,1,1,1,1,1,0,0.01609630241003155
25,0,1,1,0,0,1,0.09994148531811572
26,1,1,1,0,0,0,0.01607957699186201
27,0,0,1,0,1,0,0.09854091782087183
28,1,0,0,0,1,0,0.01617915514927621
29,1,1,0,0,1,1,0.01587003707820818
3,1,0,1,0,0,0,0.016198419521844278
4,1,1,1,1,1,1,0.016202824106495168
5,1,0,0,1,1,1,0.016244878659617108
6,1,0,0,1,0,1,0.01617999665783868
7,0,0,0,1,1,1,0.09634794636976683
8,0,0,1,1,0,1,0.09973665953088698
9,0,1,1,1,1,1,0.09697088295057103
