configurationID,format,j,jp2,jbig2,ccitt,size,time
0,tiff,1,1,1,1,1612686,1.304
1,tiff,1,1,0,1,1612686,1.299
10,png,1,0,1,1,1577745,3.095
11,png,1,0,0,1,1577746,3.098
12,png,0,1,0,0,2357339,5.084
13,png,0,0,0,0,2357334,5.056
14,png,0,0,0,1,2341671,4.882
15,png,0,1,1,0,2357333,5.054
2,tiff,1,0,1,1,1612686,1.304
3,tiff,1,0,0,1,1612678,1.308
4,tiff,0,1,0,0,2762504,1.426
5,tiff,0,0,0,0,2761985,1.426
6,tiff,0,0,0,1,2745022,1.375
7,tiff,0,1,1,0,2761815,1.386
8,png,1,1,1,1,1577768,3.136
9,png,1,1,0,1,1577754,3.102
