configurationID,format,j,jp2,jbig2,ccitt,size,time
0,tiff,1,1,1,1,3273887,5.463
1,tiff,1,1,0,1,3273953,5.419
10,png,1,0,1,1,3254951,8.828
11,png,1,0,0,1,3254953,8.822
12,png,0,1,0,0,8502348,26.022
13,png,0,0,0,0,8502373,26.017
14,png,0,0,0,1,8502342,26.061
15,png,0,1,1,0,8502368,26.02
2,tiff,1,0,1,1,3273963,5.46
3,tiff,1,0,0,1,3273932,5.439
4,tiff,0,1,0,0,10068837,6.092
5,tiff,0,0,0,0,10068880,6.129
6,tiff,0,0,0,1,10068917,6.114
7,tiff,0,1,1,0,10068874,6.179
8,png,1,1,1,1,3254934,8.827
9,png,1,1,0,1,3254941,8.818
