configurationID,format,j,jp2,jbig2,ccitt,size,time
0,tiff,1,1,1,1,15255254,8.252
1,tiff,1,1,0,1,15255381,8.333
10,png,1,0,1,1,15095080,24.77
11,png,1,0,0,1,15095091,24.868
12,png,0,1,0,0,14807402,31.668
13,png,0,0,0,0,14807441,31.57
14,png,0,0,0,1,14807329,31.967
15,png,0,1,1,0,14807417,31.592
2,tiff,1,0,1,1,15255422,8.259
3,tiff,1,0,0,1,15255362,8.326
4,tiff,0,1,0,0,14377448,8.827
5,tiff,0,0,0,0,14377512,8.732
6,tiff,0,0,0,1,14377477,8.765
7,tiff,0,1,1,0,14377525,9.984
8,png,1,1,1,1,15095153,24.862
9,png,1,1,0,1,15095094,24.832
