configurationID,format,j,jp2,jbig2,ccitt,size,time
0,tiff,1,1,1,1,1205998,1.139
1,tiff,1,1,0,1,1205811,1.205
10,png,1,0,1,1,1349678,2.516
11,png,1,0,0,1,1349685,2.555
12,png,0,1,0,0,3177556,5.007
13,png,0,0,0,0,3177567,5.002
14,png,0,0,0,1,3177720,5.02
15,png,0,1,1,0,3177572,4.994
2,tiff,1,0,1,1,1205608,1.136
3,tiff,1,0,0,1,1205591,1.167
4,tiff,0,1,0,0,3875957,1.299
5,tiff,0,0,0,0,3876313,1.318
6,tiff,0,0,0,1,3875937,1.301
7,tiff,0,1,1,0,3876307,1.304
8,png,1,1,1,1,1349696,2.528
9,png,1,1,0,1,1349698,2.523
