configurationID,format,j,jp2,jbig2,ccitt,size,time
0,tiff,1,1,1,1,175428,0.197
1,tiff,1,1,0,1,175428,0.196
10,png,1,0,1,1,169393,0.173
11,png,1,0,0,1,169451,0.198
12,png,0,1,0,0,1185052,2.901
13,png,0,0,0,0,1185062,2.879
14,png,0,0,0,1,1184936,2.885
15,png,0,1,1,0,1185065,2.922
2,tiff,1,0,1,1,175435,0.192
3,tiff,1,0,0,1,175435,0.17
4,tiff,0,1,0,0,1698316,0.345
5,tiff,0,0,0,0,1698333,0.377
6,tiff,0,0,0,1,1696541,0.371
7,tiff,0,1,1,0,1698475,0.347
8,png,1,1,1,1,169383,0.178
9,png,1,1,0,1,169383,0.199
