configurationID,format,j,jp2,jbig2,ccitt,size,time
0,tiff,1,1,1,1,2213096,4.172
1,tiff,1,1,0,1,2213295,4.206
10,png,1,0,1,1,1753285,8.239
11,png,1,0,0,1,1753333,8.206
12,png,0,1,0,0,1894279,8.306
13,png,0,0,0,0,1894307,8.25
14,png,0,0,0,1,1894308,8.257
15,png,0,1,1,0,1894324,8.298
2,tiff,1,0,1,1,2214711,4.172
3,tiff,1,0,0,1,2214471,4.164
4,tiff,0,1,0,0,2401845,4.167
5,tiff,0,0,0,0,2401033,4.278
6,tiff,0,0,0,1,2401097,4.16
7,tiff,0,1,1,0,2401052,4.249
8,png,1,1,1,1,1753645,8.232
9,png,1,1,0,1,1753276,8.223
