configurationID,memory,format,level,depth,size,time
0,75%,xz,-3,16,2618072,1.836
1,50%,xz,-3,1,2618064,1.853
10,100%,xz,-9,1,2426816,3.107
11,50%,lzma,-6,16,2426397,3.13
12,75%,xz,-3,32,2618072,1.827
13,50%,lzma,-3,16,2617615,1.815
14,50%,lzma,-6,32,2426397,3.087
15,50%,xz,-6,32,2426824,3.115
16,75%,lzma,-3,16,2617615,1.85
17,75%,lzma,-6,32,2426397,3.118
18,100%,lzma,-6,1,2426397,3.071
19,75%,lzma,-3,1,2617615,1.852
2,75%,xz,-9,16,2426824,3.138
20,75%,lzma,-6,1,2426397,3.135
21,75%,lzma,-6,16,2426397,3.075
22,100%,xz,-9,32,2426824,3.14
23,100%,xz,-9,16,2426824,3.136
24,50%,lzma,-9,32,2426397,3.132
25,50%,lzma,-3,32,2617615,1.824
26,100%,xz,-3,1,2618064,1.834
27,100%,lzma,-9,16,2426397,3.09
28,100%,lzma,-3,1,2617615,1.83
29,50%,lzma,-6,1,2426397,3.128
3,100%,xz,-6,32,2426824,3.112
4,50%,lzma,-3,1,2617615,1.837
5,75%,xz,-3,1,2618064,1.861
6,100%,lzma,-6,16,2426397,3.1
7,75%,xz,-6,32,2426824,3.106
8,50%,xz,-3,32,2618072,1.838
9,75%,xz,-9,32,2426824,3.13
