configurationID,memory,format,level,depth,size,time
0,75%,xz,-3,16,3382420,4.111
1,50%,xz,-3,1,3382412,4.071
10,100%,xz,-9,1,2830604,8.559
11,50%,lzma,-6,16,2831189,8.467
12,75%,xz,-3,32,3382420,4.075
13,50%,lzma,-3,16,3381840,4.051
14,50%,lzma,-6,32,2831189,8.465
15,50%,xz,-6,32,2831684,8.437
16,75%,lzma,-3,16,3381840,4.039
17,75%,lzma,-6,32,2831189,8.479
18,100%,lzma,-6,1,2831189,8.433
19,75%,lzma,-3,1,3381840,4.07
2,75%,xz,-9,16,2830612,8.564
20,75%,lzma,-6,1,2831189,8.427
21,75%,lzma,-6,16,2831189,8.505
22,100%,xz,-9,32,2830612,8.579
23,100%,xz,-9,16,2830612,8.556
24,50%,lzma,-9,32,2830116,8.569
25,50%,lzma,-3,32,3381840,4.101
26,100%,xz,-3,1,3382412,4.047
27,100%,lzma,-9,16,2830116,8.554
28,100%,lzma,-3,1,3381840,4.06
29,50%,lzma,-6,1,2831189,8.448
3,100%,xz,-6,32,2831684,8.395
4,50%,lzma,-3,1,3381840,4.033
5,75%,xz,-3,1,3382412,4.091
6,100%,lzma,-6,16,2831189,8.411
7,75%,xz,-6,32,2831684,8.445
8,50%,xz,-3,32,3382420,4.063
9,75%,xz,-9,32,2830612,8.568
