configurationID,memory,format,level,depth,size,time
0,75%,xz,-3,16,4248448,2.06
1,50%,xz,-3,1,4244480,3.123
10,100%,xz,-9,1,3763616,8.957
11,50%,lzma,-6,16,3786768,8.799
12,75%,xz,-3,32,4248448,2.077
13,50%,lzma,-3,16,4243773,3.054
14,50%,lzma,-6,32,3786768,8.76
15,50%,xz,-6,32,3787408,8.675
16,75%,lzma,-3,16,4243773,3.096
17,75%,lzma,-6,32,3786768,8.728
18,100%,lzma,-6,1,3786768,8.699
19,75%,lzma,-3,1,4243773,3.082
2,75%,xz,-9,16,3763624,8.947
20,75%,lzma,-6,1,3786768,8.78
21,75%,lzma,-6,16,3786768,8.689
22,100%,xz,-9,32,3763624,8.975
23,100%,xz,-9,16,3763624,8.953
24,50%,lzma,-9,32,3762987,8.952
25,50%,lzma,-3,32,4243773,3.115
26,100%,xz,-3,1,4244480,3.11
27,100%,lzma,-9,16,3762987,8.928
28,100%,lzma,-3,1,4243773,3.082
29,50%,lzma,-6,1,3786768,8.75
3,100%,xz,-6,32,3787408,8.731
4,50%,lzma,-3,1,4243773,3.096
5,75%,xz,-3,1,4244480,3.1
6,100%,lzma,-6,16,3786768,8.708
7,75%,xz,-6,32,3787408,8.719
8,50%,xz,-3,32,4248448,2.051
9,75%,xz,-9,32,3763624,8.981
