configurationID,memory,format,level,depth,size,time
0,75%,xz,-3,16,2149748,1.266
1,50%,xz,-3,1,2131652,2.538
10,100%,xz,-9,1,1738884,11.918
11,50%,lzma,-6,16,1778958,11.877
12,75%,xz,-3,32,2149748,1.266
13,50%,lzma,-3,16,2131278,2.545
14,50%,lzma,-6,32,1778958,11.857
15,50%,xz,-6,32,1797072,8.848
16,75%,lzma,-3,16,2131278,2.542
17,75%,lzma,-6,32,1778958,11.851
18,100%,lzma,-6,1,1778958,11.97
19,75%,lzma,-3,1,2131278,2.54
2,75%,xz,-9,16,1738892,11.863
20,75%,lzma,-6,1,1778958,11.871
21,75%,lzma,-6,16,1778958,11.857
22,100%,xz,-9,32,1738892,11.868
23,100%,xz,-9,16,1738892,11.887
24,50%,lzma,-9,32,1738572,11.827
25,50%,lzma,-3,32,2131278,2.511
26,100%,xz,-3,1,2131652,2.567
27,100%,lzma,-9,16,1738572,11.846
28,100%,lzma,-3,1,2131278,2.517
29,50%,lzma,-6,1,1778958,11.854
3,100%,xz,-6,32,1797072,8.853
4,50%,lzma,-3,1,2131278,2.569
5,75%,xz,-3,1,2131652,2.542
6,100%,lzma,-6,16,1778958,11.943
7,75%,xz,-6,32,1797072,8.823
8,50%,xz,-3,32,2149748,1.271
9,75%,xz,-9,32,1738892,11.82
