configurationID,memory,format,level,depth,size,time
0,75%,xz,-3,16,3001852,2.722
1,50%,xz,-3,1,3001844,2.671
10,100%,xz,-9,1,2750272,5.59
11,50%,lzma,-6,16,2749760,5.501
12,75%,xz,-3,32,3001852,2.703
13,50%,lzma,-3,16,3001334,2.676
14,50%,lzma,-6,32,2749760,5.475
15,50%,xz,-6,32,2750236,5.449
16,75%,lzma,-3,16,3001334,2.695
17,75%,lzma,-6,32,2749760,5.472
18,100%,lzma,-6,1,2749760,5.51
19,75%,lzma,-3,1,3001334,2.68
2,75%,xz,-9,16,2750280,5.54
20,75%,lzma,-6,1,2749760,5.469
21,75%,lzma,-6,16,2749760,5.46
22,100%,xz,-9,32,2750280,5.586
23,100%,xz,-9,16,2750280,5.553
24,50%,lzma,-9,32,2749803,5.575
25,50%,lzma,-3,32,3001334,2.652
26,100%,xz,-3,1,3001844,2.676
27,100%,lzma,-9,16,2749803,5.569
28,100%,lzma,-3,1,3001334,2.687
29,50%,lzma,-6,1,2749760,5.522
3,100%,xz,-6,32,2750236,5.443
4,50%,lzma,-3,1,3001334,2.671
5,75%,xz,-3,1,3001844,2.736
6,100%,lzma,-6,16,2749760,5.45
7,75%,xz,-6,32,2750236,5.442
8,50%,xz,-3,32,3001852,2.679
9,75%,xz,-9,32,2750280,5.595
