configurationID,format,j,jp2,jbig2,ccitt,size,time
0,tiff,1,1,1,1,15255411,8.246
1,tiff,1,1,0,1,15254955,8.304
10,png,1,0,1,1,15095108,24.946
11,png,1,0,0,1,15095138,24.876
12,png,0,1,0,0,14807345,31.681
13,png,0,0,0,0,14807400,31.556
14,png,0,0,0,1,14807318,31.669
15,png,0,1,1,0,14807398,31.691
2,tiff,1,0,1,1,15255070,8.271
3,tiff,1,0,0,1,15255311,8.311
4,tiff,0,1,0,0,14377038,8.87
5,tiff,0,0,0,0,14377436,8.833
6,tiff,0,0,0,1,14377456,8.773
7,tiff,0,1,1,0,14377523,8.771
8,png,1,1,1,1,15095086,24.811
9,png,1,1,0,1,15095102,24.915
