configurationID,format,j,jp2,jbig2,ccitt,size,time
0,tiff,1,1,1,1,6362682,6.092
1,tiff,1,1,0,1,6362676,6.125
10,png,1,0,1,1,6662484,12.262
11,png,1,0,0,1,6662712,12.396
12,png,0,1,0,0,10651867,32.615
13,png,0,0,0,0,10651934,31.833
14,png,0,0,0,1,10651946,31.753
15,png,0,1,1,0,10651987,31.918
2,tiff,1,0,1,1,6362683,6.094
3,tiff,1,0,0,1,6362689,6.173
4,tiff,0,1,0,0,11409249,9.502
5,tiff,0,0,0,0,11409604,9.382
6,tiff,0,0,0,1,11409346,9.351
7,tiff,0,1,1,0,11410015,9.495
8,png,1,1,1,1,6662473,12.288
9,png,1,1,0,1,6662514,12.373
