configurationID,jitless,experimental-wasm-modules,experimental-vm-modules,preserve-symlinks-main,no-warnings,node-memory-debug,ops
0,0,0,0,0,0,0,0.06888971631661535
1,1,1,0,1,0,1,0.013849547902677874
10,1,0,1,1,1,0,0.013727360292271465
11,1,0,1,1,1,1,0.013629389206796044
12,0,0,1,1,1,1,0.06870293171566083
13,1,0,1,0,1,1,0.013626997074267441
14,0,1,1,1,0,0,0.0697513997850322
15,0,0,1,0,0,1,0.0689666231033669
16,1,1,1,1,0,1,0.0137979341492696
17,0,1,0,1,0,1,0.0688961798735651
18,0,1,0,0,1,0,0.06987414167209226
19,0,1,0,0,0,1,0.06866451948682606
2,1,0,1,1,0,0,0.013926717590434987
20,1,0,0,0,0,1,0.013754452222637714
21,0,0,0,0,0,1,0.06881267911560338
22,1,1,0,1,0,0,0.013827261301588114
23,0,1,1,0,1,0,0.07030251110426138
24,1,1,1,1,1,0,0.013890529861232093
25,0,1,1,0,0,1,0.06867952756038899
26,1,1,1,0,0,0,0.013704989222153305
27,0,0,1,0,1,0,0.06940617255833269
28,1,0,0,0,1,0,0.01394683984346825
29,1,1,0,0,1,1,0.01377482445095896
3,1,0,1,0,0,0,0.013821877604442728
4,1,1,1,1,1,1,0.013795609863743138
5,1,0,0,1,1,1,0.0137855313282435
6,1,0,0,1,0,1,0.01389415804308355
7,0,0,0,1,1,1,0.0684086574883133
8,0,0,1,1,0,1,0.0673849273328786
9,0,1,1,1,1,1,0.06806122192129467
