configurationID,format,j,jp2,jbig2,ccitt,size,time
0,tiff,1,1,1,1,2213286,4.211
1,tiff,1,1,0,1,2213201,4.243
10,png,1,0,1,1,1753451,8.224
11,png,1,0,0,1,1753330,8.204
12,png,0,1,0,0,1894389,8.304
13,png,0,0,0,0,1894275,8.278
14,png,0,0,0,1,1894348,8.324
15,png,0,1,1,0,1894253,8.345
2,tiff,1,0,1,1,2213362,4.176
3,tiff,1,0,0,1,2213410,4.185
4,tiff,0,1,0,0,2400577,4.233
5,tiff,0,0,0,0,2401728,4.26
6,tiff,0,0,0,1,2401050,4.219
7,tiff,0,1,1,0,2401890,4.217
8,png,1,1,1,1,1753342,8.277
9,png,1,1,0,1,1753294,8.206
