configurationID,format,j,jp2,jbig2,ccitt,size,time
0,tiff,1,1,1,1,6362694,6.161
1,tiff,1,1,0,1,6362688,6.127
10,png,1,0,1,1,6662485,12.352
11,png,1,0,0,1,6662488,12.434
12,png,0,1,0,0,10651944,31.898
13,png,0,0,0,0,10651912,31.87
14,png,0,0,0,1,10651933,31.744
15,png,0,1,1,0,10651915,31.789
2,tiff,1,0,1,1,6362673,6.08
3,tiff,1,0,0,1,6362682,6.155
4,tiff,0,1,0,0,11409277,9.196
5,tiff,0,0,0,0,11409257,9.203
6,tiff,0,0,0,1,11409257,9.264
7,tiff,0,1,1,0,11409676,9.362
8,png,1,1,1,1,6662447,12.359
9,png,1,1,0,1,6662436,12.34
