configurationID,format,j,jp2,jbig2,ccitt,size,time
0,tiff,1,1,1,1,739162,1.69
1,tiff,1,1,0,1,739162,1.704
10,png,1,0,1,1,739159,1.736
11,png,1,0,0,1,739162,1.728
12,png,0,1,0,0,3168066,5.435
13,png,0,0,0,0,3168070,5.373
14,png,0,0,0,1,3168066,5.41
15,png,0,1,1,0,3168065,5.38
2,tiff,1,0,1,1,739161,1.717
3,tiff,1,0,0,1,739160,1.727
4,tiff,0,1,0,0,4807707,1.849
5,tiff,0,0,0,0,4807706,1.812
6,tiff,0,0,0,1,4807711,1.865
7,tiff,0,1,1,0,4807707,1.832
8,png,1,1,1,1,739159,1.695
9,png,1,1,0,1,739162,1.69
