configurationID,format,j,jp2,jbig2,ccitt,size,time
0,tiff,1,1,1,1,175419,0.174
1,tiff,1,1,0,1,175419,0.203
10,png,1,0,1,1,169440,0.198
11,png,1,0,0,1,169386,0.178
12,png,0,1,0,0,1185045,2.87
13,png,0,0,0,0,1185047,2.93
14,png,0,0,0,1,1184921,2.927
15,png,0,1,1,0,1185030,2.887
2,tiff,1,0,1,1,175421,0.199
3,tiff,1,0,0,1,175421,0.201
4,tiff,0,1,0,0,1698373,0.344
5,tiff,0,0,0,0,1698463,0.386
6,tiff,0,0,0,1,1696507,0.348
7,tiff,0,1,1,0,1698401,0.387
8,png,1,1,1,1,169381,0.172
9,png,1,1,0,1,169378,0.201
