configurationID,format,j,jp2,jbig2,ccitt,size,time
0,tiff,1,1,1,1,1205814,1.147
1,tiff,1,1,0,1,1205575,1.165
10,png,1,0,1,1,1349688,2.511
11,png,1,0,0,1,1349663,2.534
12,png,0,1,0,0,3177546,5.017
13,png,0,0,0,0,3177549,5.04
14,png,0,0,0,1,3177571,4.989
15,png,0,1,1,0,3177571,5.036
2,tiff,1,0,1,1,1205836,1.146
3,tiff,1,0,0,1,1205834,1.175
4,tiff,0,1,0,0,3876315,1.368
5,tiff,0,0,0,0,3875977,1.325
6,tiff,0,0,0,1,3875954,1.303
7,tiff,0,1,1,0,3875924,1.387
8,png,1,1,1,1,1349677,2.528
9,png,1,1,0,1,1349670,2.542
