configurationID,jitless,experimental-wasm-modules,experimental-vm-modules,preserve-symlinks-main,no-warnings,node-memory-debug,ops
0,0,0,0,0,0,0,0.07310009892298266
1,1,1,0,1,0,1,0.013716899321235241
10,1,0,1,1,1,0,0.013930474547107859
11,1,0,1,1,1,1,0.013627303200453965
12,0,0,1,1,1,1,0.06957729286590894
13,1,0,1,0,1,1,0.013686278992254679
14,0,1,1,1,0,0,0.07086300979560188
15,0,0,1,0,0,1,0.06981398727947112
16,1,1,1,1,0,1,0.013518516131010098
17,0,1,0,1,0,1,0.06845759432195313
18,0,1,0,0,1,0,0.06986375586271333
19,0,1,0,0,0,1,0.06749448873669248
2,1,0,1,1,0,0,0.013630083108712904
20,1,0,0,0,0,1,0.013798878441263823
21,0,0,0,0,0,1,0.07019267639141796
22,1,1,0,1,0,0,0.013792767194305227
23,0,1,1,0,1,0,0.07131207779945033
24,1,1,1,1,1,0,0.013639555839327277
25,0,1,1,0,0,1,0.07014573784823516
26,1,1,1,0,0,0,0.013658487729975188
27,0,0,1,0,1,0,0.07205801935197302
28,1,0,0,0,1,0,0.013768063727617044
29,1,1,0,0,1,1,0.013766146272052304
3,1,0,1,0,0,0,0.013880325947204416
4,1,1,1,1,1,1,0.013422497794776642
5,1,0,0,1,1,1,0.013649180607481094
6,1,0,0,1,0,1,0.013600945824195309
7,0,0,0,1,1,1,0.07037231114993568
8,0,0,1,1,0,1,0.06842733673139784
9,0,1,1,1,1,1,0.06750640425327621
