configurationID,memory,format,level,depth,size,time
0,75%,xz,-3,16,4853744,2.853
1,50%,xz,-3,1,4853736,2.844
10,100%,xz,-9,1,4415072,3.552
11,50%,lzma,-6,16,4414351,3.634
12,75%,xz,-3,32,4853744,2.881
13,50%,lzma,-3,16,4852943,2.859
14,50%,lzma,-6,32,4414351,3.591
15,50%,xz,-6,32,4415080,3.658
16,75%,lzma,-3,16,4852943,2.843
17,75%,lzma,-6,32,4414351,3.625
18,100%,lzma,-6,1,4414351,3.63
19,75%,lzma,-3,1,4852943,2.814
2,75%,xz,-9,16,4415080,3.542
20,75%,lzma,-6,1,4414351,3.616
21,75%,lzma,-6,16,4414351,3.582
22,100%,xz,-9,32,4415080,3.555
23,100%,xz,-9,16,4415080,3.603
24,50%,lzma,-9,32,4414351,3.529
25,50%,lzma,-3,32,4852943,2.86
26,100%,xz,-3,1,4853736,2.815
27,100%,lzma,-9,16,4414351,3.554
28,100%,lzma,-3,1,4852943,2.825
29,50%,lzma,-6,1,4414351,3.598
3,100%,xz,-6,32,4415080,3.64
4,50%,lzma,-3,1,4852943,2.83
5,75%,xz,-3,1,4853736,2.833
6,100%,lzma,-6,16,4414351,3.572
7,75%,xz,-6,32,4415080,3.623
8,50%,xz,-3,32,4853744,2.886
9,75%,xz,-9,32,4415080,3.573
