configurationID,memory,format,level,depth,size,time
0,75%,xz,-3,16,14838428,3.136
1,50%,xz,-3,1,14777004,9.682
10,100%,xz,-9,1,13374160,27.217
11,50%,lzma,-6,16,13497551,23.887
12,75%,xz,-3,32,14838428,3.127
13,50%,lzma,-3,16,14775082,9.617
14,50%,lzma,-6,32,13497551,23.929
15,50%,xz,-6,32,13577880,12.805
16,75%,lzma,-3,16,14775082,9.631
17,75%,lzma,-6,32,13497551,24.044
18,100%,lzma,-6,1,13497551,23.884
19,75%,lzma,-3,1,14775082,9.663
2,75%,xz,-9,16,13374168,27.136
20,75%,lzma,-6,1,13497551,23.997
21,75%,lzma,-6,16,13497551,23.956
22,100%,xz,-9,32,13374168,27.123
23,100%,xz,-9,16,13374168,27.089
24,50%,lzma,-9,32,13365111,27.071
25,50%,lzma,-3,32,14775082,9.651
26,100%,xz,-3,1,14777004,9.763
27,100%,lzma,-9,16,13365111,26.972
28,100%,lzma,-3,1,14775082,9.587
29,50%,lzma,-6,1,13497551,23.915
3,100%,xz,-6,32,13577880,12.756
4,50%,lzma,-3,1,14775082,9.688
5,75%,xz,-3,1,14777004,9.812
6,100%,lzma,-6,16,13497551,24.018
7,75%,xz,-6,32,13577880,12.804
8,50%,xz,-3,32,14838428,3.124
9,75%,xz,-9,32,13374168,27.253
