configurationID,memory,format,level,depth,size,time
0,75%,xz,-3,16,3382420,4.031
1,50%,xz,-3,1,3382412,3.978
10,100%,xz,-9,1,2830604,7.972
11,50%,lzma,-6,16,2831189,7.81
12,75%,xz,-3,32,3382420,4.009
13,50%,lzma,-3,16,3381840,3.99
14,50%,lzma,-6,32,2831189,7.801
15,50%,xz,-6,32,2831684,7.842
16,75%,lzma,-3,16,3381840,3.988
17,75%,lzma,-6,32,2831189,7.769
18,100%,lzma,-6,1,2831189,7.831
19,75%,lzma,-3,1,3381840,3.981
2,75%,xz,-9,16,2830612,8.01
20,75%,lzma,-6,1,2831189,8.082
21,75%,lzma,-6,16,2831189,7.802
22,100%,xz,-9,32,2830612,7.996
23,100%,xz,-9,16,2830612,7.987
24,50%,lzma,-9,32,2830116,7.906
25,50%,lzma,-3,32,3381840,3.974
26,100%,xz,-3,1,3382412,3.948
27,100%,lzma,-9,16,2830116,7.971
28,100%,lzma,-3,1,3381840,3.949
29,50%,lzma,-6,1,2831189,7.797
3,100%,xz,-6,32,2831684,7.823
4,50%,lzma,-3,1,3381840,3.981
5,75%,xz,-3,1,3382412,3.942
6,100%,lzma,-6,16,2831189,7.855
7,75%,xz,-6,32,2831684,7.808
8,50%,xz,-3,32,3382420,4.014
9,75%,xz,-9,32,2830612,7.972
