configurationID,memory,format,level,depth,size,time
0,75%,xz,-3,16,4248448,2.06
1,50%,xz,-3,1,4244480,3.127
10,100%,xz,-9,1,3763616,8.913
11,50%,lzma,-6,16,3786768,8.575
12,75%,xz,-3,32,4248448,2.088
13,50%,lzma,-3,16,4243773,3.129
14,50%,lzma,-6,32,3786768,8.559
15,50%,xz,-6,32,3787408,8.621
16,75%,lzma,-3,16,4243773,3.09
17,75%,lzma,-6,32,3786768,8.589
18,100%,lzma,-6,1,3786768,8.589
19,75%,lzma,-3,1,4243773,3.079
2,75%,xz,-9,16,3763624,8.964
20,75%,lzma,-6,1,3786768,8.584
21,75%,lzma,-6,16,3786768,8.603
22,100%,xz,-9,32,3763624,8.954
23,100%,xz,-9,16,3763624,8.94
24,50%,lzma,-9,32,3762987,8.919
25,50%,lzma,-3,32,4243773,3.087
26,100%,xz,-3,1,4244480,3.17
27,100%,lzma,-9,16,3762987,8.926
28,100%,lzma,-3,1,4243773,3.071
29,50%,lzma,-6,1,3786768,8.598
3,100%,xz,-6,32,3787408,8.622
4,50%,lzma,-3,1,4243773,3.104
5,75%,xz,-3,1,4244480,3.129
6,100%,lzma,-6,16,3786768,8.582
7,75%,xz,-6,32,3787408,8.623
8,50%,xz,-3,32,4248448,2.086
9,75%,xz,-9,32,3763624,8.946
