configurationID,memory,format,level,depth,size,time
0,75%,xz,-3,16,1677984,1.752
1,50%,xz,-3,1,1677976,1.726
10,100%,xz,-9,1,1317152,5.224
11,50%,lzma,-6,16,1316901,5.187
12,75%,xz,-3,32,1677984,1.745
13,50%,lzma,-3,16,1677670,1.713
14,50%,lzma,-6,32,1316901,5.143
15,50%,xz,-6,32,1317160,5.162
16,75%,lzma,-3,16,1677670,1.78
17,75%,lzma,-6,32,1316901,5.11
18,100%,lzma,-6,1,1316901,5.119
19,75%,lzma,-3,1,1677670,1.74
2,75%,xz,-9,16,1317160,5.227
20,75%,lzma,-6,1,1316901,5.113
21,75%,lzma,-6,16,1316901,5.134
22,100%,xz,-9,32,1317160,5.219
23,100%,xz,-9,16,1317160,5.192
24,50%,lzma,-9,32,1316901,5.196
25,50%,lzma,-3,32,1677670,1.733
26,100%,xz,-3,1,1677976,1.762
27,100%,lzma,-9,16,1316901,5.179
28,100%,lzma,-3,1,1677670,1.739
29,50%,lzma,-6,1,1316901,5.143
3,100%,xz,-6,32,1317160,5.152
4,50%,lzma,-3,1,1677670,1.744
5,75%,xz,-3,1,1677976,1.757
6,100%,lzma,-6,16,1316901,5.136
7,75%,xz,-6,32,1317160,5.121
8,50%,xz,-3,32,1677984,1.733
9,75%,xz,-9,32,1317160,5.232
