configurationID,memory,format,level,depth,size,time
0,75%,xz,-3,16,14838428,3.206
1,50%,xz,-3,1,14777004,9.991
10,100%,xz,-9,1,13374160,28.861
11,50%,lzma,-6,16,13497551,25.504
12,75%,xz,-3,32,14838428,3.249
13,50%,lzma,-3,16,14775082,9.891
14,50%,lzma,-6,32,13497551,25.551
15,50%,xz,-6,32,13577880,13.572
16,75%,lzma,-3,16,14775082,9.874
17,75%,lzma,-6,32,13497551,25.506
18,100%,lzma,-6,1,13497551,25.568
19,75%,lzma,-3,1,14775082,9.899
2,75%,xz,-9,16,13374168,28.61
20,75%,lzma,-6,1,13497551,25.672
21,75%,lzma,-6,16,13497551,25.479
22,100%,xz,-9,32,13374168,28.748
23,100%,xz,-9,16,13374168,28.661
24,50%,lzma,-9,32,13365111,28.533
25,50%,lzma,-3,32,14775082,9.937
26,100%,xz,-3,1,14777004,10.05
27,100%,lzma,-9,16,13365111,28.559
28,100%,lzma,-3,1,14775082,9.857
29,50%,lzma,-6,1,13497551,25.681
3,100%,xz,-6,32,13577880,13.523
4,50%,lzma,-3,1,14775082,9.953
5,75%,xz,-3,1,14777004,10.006
6,100%,lzma,-6,16,13497551,25.467
7,75%,xz,-6,32,13577880,13.516
8,50%,xz,-3,32,14838428,3.224
9,75%,xz,-9,32,13374168,28.662
