configurationID,memory,format,level,depth,size,time
0,75%,xz,-3,16,3272448,2.313
1,50%,xz,-3,1,3272440,2.311
10,100%,xz,-9,1,2849908,5.869
11,50%,lzma,-6,16,2849620,5.773
12,75%,xz,-3,32,3272448,2.329
13,50%,lzma,-3,16,3271884,2.33
14,50%,lzma,-6,32,2849620,5.775
15,50%,xz,-6,32,2850112,5.831
16,75%,lzma,-3,16,3271884,2.306
17,75%,lzma,-6,32,2849620,5.799
18,100%,lzma,-6,1,2849620,5.792
19,75%,lzma,-3,1,3271884,2.262
2,75%,xz,-9,16,2849916,5.967
20,75%,lzma,-6,1,2849620,5.82
21,75%,lzma,-6,16,2849620,5.866
22,100%,xz,-9,32,2849916,5.903
23,100%,xz,-9,16,2849916,5.916
24,50%,lzma,-9,32,2849422,5.892
25,50%,lzma,-3,32,3271884,2.26
26,100%,xz,-3,1,3272440,2.32
27,100%,lzma,-9,16,2849422,5.891
28,100%,lzma,-3,1,3271884,2.294
29,50%,lzma,-6,1,2849620,5.821
3,100%,xz,-6,32,2850112,5.812
4,50%,lzma,-3,1,3271884,2.259
5,75%,xz,-3,1,3272440,2.318
6,100%,lzma,-6,16,2849620,5.797
7,75%,xz,-6,32,2850112,5.849
8,50%,xz,-3,32,3272448,2.334
9,75%,xz,-9,32,2849916,5.939
