configurationID,memory,format,level,depth,size,time
0,75%,xz,-3,16,10432656,5.333
1,50%,xz,-3,1,10362252,12.661
10,100%,xz,-9,1,8385868,36.226
11,50%,lzma,-6,16,8627467,31.553
12,75%,xz,-3,32,10432656,5.303
13,50%,lzma,-3,16,10360607,12.551
14,50%,lzma,-6,32,8627467,31.485
15,50%,xz,-6,32,8712308,19.746
16,75%,lzma,-3,16,10360607,12.571
17,75%,lzma,-6,32,8627467,31.55
18,100%,lzma,-6,1,8627467,31.358
19,75%,lzma,-3,1,10360607,12.715
2,75%,xz,-9,16,8385876,36.227
20,75%,lzma,-6,1,8627467,31.807
21,75%,lzma,-6,16,8627467,31.712
22,100%,xz,-9,32,8385876,36.293
23,100%,xz,-9,16,8385876,36.254
24,50%,lzma,-9,32,8384529,36.023
25,50%,lzma,-3,32,10360607,13.044
26,100%,xz,-3,1,10362252,12.607
27,100%,lzma,-9,16,8384529,36.029
28,100%,lzma,-3,1,10360607,12.737
29,50%,lzma,-6,1,8627467,31.841
3,100%,xz,-6,32,8712308,19.875
4,50%,lzma,-3,1,10360607,12.663
5,75%,xz,-3,1,10362252,12.621
6,100%,lzma,-6,16,8627467,31.574
7,75%,xz,-6,32,8712308,19.829
8,50%,xz,-3,32,10432656,5.274
9,75%,xz,-9,32,8385876,36.341
