configurationID,memory,format,level,depth,size,time
0,75%,xz,-3,16,4248448,2.017
1,50%,xz,-3,1,4244480,3.041
10,100%,xz,-9,1,3763616,8.438
11,50%,lzma,-6,16,3786768,8.197
12,75%,xz,-3,32,4248448,1.997
13,50%,lzma,-3,16,4243773,2.991
14,50%,lzma,-6,32,3786768,8.228
15,50%,xz,-6,32,3787408,8.253
16,75%,lzma,-3,16,4243773,3.023
17,75%,lzma,-6,32,3786768,8.262
18,100%,lzma,-6,1,3786768,8.172
19,75%,lzma,-3,1,4243773,3.024
2,75%,xz,-9,16,3763624,8.516
20,75%,lzma,-6,1,3786768,8.174
21,75%,lzma,-6,16,3786768,8.269
22,100%,xz,-9,32,3763624,8.496
23,100%,xz,-9,16,3763624,8.493
24,50%,lzma,-9,32,3762987,8.497
25,50%,lzma,-3,32,4243773,3.002
26,100%,xz,-3,1,4244480,3.034
27,100%,lzma,-9,16,3762987,8.455
28,100%,lzma,-3,1,4243773,2.996
29,50%,lzma,-6,1,3786768,8.23
3,100%,xz,-6,32,3787408,8.228
4,50%,lzma,-3,1,4243773,2.993
5,75%,xz,-3,1,4244480,3.046
6,100%,lzma,-6,16,3786768,8.197
7,75%,xz,-6,32,3787408,8.247
8,50%,xz,-3,32,4248448,2.018
9,75%,xz,-9,32,3763624,8.511
