configurationID,memory,format,level,depth,size,time
0,75%,xz,-3,16,1677976,1.722
1,50%,xz,-3,1,1677976,1.72
10,100%,xz,-9,1,1317152,5.26
11,50%,lzma,-6,16,1316901,5.212
12,75%,xz,-3,32,1677976,1.762
13,50%,lzma,-3,16,1677670,1.754
14,50%,lzma,-6,32,1316901,5.195
15,50%,xz,-6,32,1317152,5.223
16,75%,lzma,-3,16,1677670,1.743
17,75%,lzma,-6,32,1316901,5.204
18,100%,lzma,-6,1,1316901,5.193
19,75%,lzma,-3,1,1677670,1.768
2,75%,xz,-9,16,1317152,5.254
20,75%,lzma,-6,1,1316901,5.207
21,75%,lzma,-6,16,1316901,5.191
22,100%,xz,-9,32,1317152,5.275
23,100%,xz,-9,16,1317152,5.243
24,50%,lzma,-9,32,1316901,5.237
25,50%,lzma,-3,32,1677670,1.735
26,100%,xz,-3,1,1677976,1.741
27,100%,lzma,-9,16,1316901,5.312
28,100%,lzma,-3,1,1677670,1.754
29,50%,lzma,-6,1,1316901,5.208
3,100%,xz,-6,32,1317152,5.221
4,50%,lzma,-3,1,1677670,1.723
5,75%,xz,-3,1,1677976,1.731
6,100%,lzma,-6,16,1316901,5.18
7,75%,xz,-6,32,1317152,5.198
8,50%,xz,-3,32,1677976,1.733
9,75%,xz,-9,32,1317152,5.259
