configurationID,memory,format,level,depth,size,time
0,75%,xz,-3,16,3382412,4.082
1,50%,xz,-3,1,3382412,4.093
10,100%,xz,-9,1,2830604,8.608
11,50%,lzma,-6,16,2831189,8.549
12,75%,xz,-3,32,3382412,4.089
13,50%,lzma,-3,16,3381840,4.08
14,50%,lzma,-6,32,2831189,8.513
15,50%,xz,-6,32,2831676,8.551
16,75%,lzma,-3,16,3381840,4.103
17,75%,lzma,-6,32,2831189,8.451
18,100%,lzma,-6,1,2831189,8.474
19,75%,lzma,-3,1,3381840,4.07
2,75%,xz,-9,16,2830604,8.628
20,75%,lzma,-6,1,2831189,8.466
21,75%,lzma,-6,16,2831189,8.477
22,100%,xz,-9,32,2830604,8.614
23,100%,xz,-9,16,2830604,8.687
24,50%,lzma,-9,32,2830116,8.633
25,50%,lzma,-3,32,3381840,4.035
26,100%,xz,-3,1,3382412,4.07
27,100%,lzma,-9,16,2830116,8.647
28,100%,lzma,-3,1,3381840,4.083
29,50%,lzma,-6,1,2831189,8.522
3,100%,xz,-6,32,2831676,8.487
4,50%,lzma,-3,1,3381840,4.109
5,75%,xz,-3,1,3382412,4.081
6,100%,lzma,-6,16,2831189,8.514
7,75%,xz,-6,32,2831676,8.463
8,50%,xz,-3,32,3382412,4.055
9,75%,xz,-9,32,2830604,8.665
