configurationID,memory,format,level,depth,size,time
0,75%,xz,-3,16,4244480,3.118
1,50%,xz,-3,1,4244480,3.092
10,100%,xz,-9,1,3763616,9.014
11,50%,lzma,-6,16,3786768,8.78
12,75%,xz,-3,32,4244480,3.086
13,50%,lzma,-3,16,4243773,3.088
14,50%,lzma,-6,32,3786768,8.759
15,50%,xz,-6,32,3787400,8.779
16,75%,lzma,-3,16,4243773,3.127
17,75%,lzma,-6,32,3786768,8.749
18,100%,lzma,-6,1,3786768,8.77
19,75%,lzma,-3,1,4243773,3.098
2,75%,xz,-9,16,3763616,9.001
20,75%,lzma,-6,1,3786768,8.843
21,75%,lzma,-6,16,3786768,8.811
22,100%,xz,-9,32,3763616,8.983
23,100%,xz,-9,16,3763616,9.112
24,50%,lzma,-9,32,3762987,9.058
25,50%,lzma,-3,32,4243773,3.088
26,100%,xz,-3,1,4244480,3.563
27,100%,lzma,-9,16,3762987,8.982
28,100%,lzma,-3,1,4243773,3.061
29,50%,lzma,-6,1,3786768,8.862
3,100%,xz,-6,32,3787400,8.856
4,50%,lzma,-3,1,4243773,3.095
5,75%,xz,-3,1,4244480,3.126
6,100%,lzma,-6,16,3786768,8.787
7,75%,xz,-6,32,3787400,8.804
8,50%,xz,-3,32,4244480,3.106
9,75%,xz,-9,32,3763616,9.008
