configurationID,memory,format,level,depth,size,time
0,75%,xz,-3,16,515648,0.475
1,50%,xz,-3,1,515648,0.467
10,100%,xz,-9,1,453260,1.56
11,50%,lzma,-6,16,453144,1.525
12,75%,xz,-3,32,515648,0.448
13,50%,lzma,-3,16,515524,0.457
14,50%,lzma,-6,32,453144,1.534
15,50%,xz,-6,32,453260,1.546
16,75%,lzma,-3,16,515524,0.444
17,75%,lzma,-6,32,453144,1.538
18,100%,lzma,-6,1,453144,1.513
19,75%,lzma,-3,1,515524,0.442
2,75%,xz,-9,16,453260,1.592
20,75%,lzma,-6,1,453144,1.504
21,75%,lzma,-6,16,453144,1.531
22,100%,xz,-9,32,453260,1.565
23,100%,xz,-9,16,453260,1.562
24,50%,lzma,-9,32,453144,1.588
25,50%,lzma,-3,32,515524,0.466
26,100%,xz,-3,1,515648,0.472
27,100%,lzma,-9,16,453144,1.553
28,100%,lzma,-3,1,515524,0.44
29,50%,lzma,-6,1,453144,1.544
3,100%,xz,-6,32,453260,1.545
4,50%,lzma,-3,1,515524,0.442
5,75%,xz,-3,1,515648,0.446
6,100%,lzma,-6,16,453144,1.537
7,75%,xz,-6,32,453260,1.509
8,50%,xz,-3,32,515648,0.473
9,75%,xz,-9,32,453260,1.56
