configurationID,memory,format,level,depth,size,time
0,75%,xz,-3,16,2131652,2.542
1,50%,xz,-3,1,2131652,2.54
10,100%,xz,-9,1,1738884,11.944
11,50%,lzma,-6,16,1778958,12.096
12,75%,xz,-3,32,2131652,2.569
13,50%,lzma,-3,16,2131278,2.579
14,50%,lzma,-6,32,1778958,11.96
15,50%,xz,-6,32,1779272,11.972
16,75%,lzma,-3,16,2131278,2.543
17,75%,lzma,-6,32,1778958,11.959
18,100%,lzma,-6,1,1778958,11.96
19,75%,lzma,-3,1,2131278,2.519
2,75%,xz,-9,16,1738884,11.982
20,75%,lzma,-6,1,1778958,11.872
21,75%,lzma,-6,16,1778958,11.929
22,100%,xz,-9,32,1738884,11.96
23,100%,xz,-9,16,1738884,11.9
24,50%,lzma,-9,32,1738572,11.929
25,50%,lzma,-3,32,2131278,2.548
26,100%,xz,-3,1,2131652,2.558
27,100%,lzma,-9,16,1738572,12.12
28,100%,lzma,-3,1,2131278,2.541
29,50%,lzma,-6,1,1778958,12.068
3,100%,xz,-6,32,1779272,12.036
4,50%,lzma,-3,1,2131278,2.544
5,75%,xz,-3,1,2131652,2.557
6,100%,lzma,-6,16,1778958,11.954
7,75%,xz,-6,32,1779272,11.978
8,50%,xz,-3,32,2131652,2.563
9,75%,xz,-9,32,1738884,11.942
