configurationID,memory,format,level,depth,size,time
0,75%,xz,-3,16,14777004,9.94
1,50%,xz,-3,1,14777004,9.949
10,100%,xz,-9,1,13374160,28.781
11,50%,lzma,-6,16,13497551,26.097
12,75%,xz,-3,32,14777004,9.892
13,50%,lzma,-3,16,14775082,9.901
14,50%,lzma,-6,32,13497551,26.095
15,50%,xz,-6,32,13503600,25.8
16,75%,lzma,-3,16,14775082,9.96
17,75%,lzma,-6,32,13497551,26.057
18,100%,lzma,-6,1,13497551,26.002
19,75%,lzma,-3,1,14775082,9.867
2,75%,xz,-9,16,13374160,28.873
20,75%,lzma,-6,1,13497551,26.01
21,75%,lzma,-6,16,13497551,25.913
22,100%,xz,-9,32,13374160,28.853
23,100%,xz,-9,16,13374160,28.771
24,50%,lzma,-9,32,13365111,28.869
25,50%,lzma,-3,32,14775082,9.914
26,100%,xz,-3,1,14777004,9.92
27,100%,lzma,-9,16,13365111,28.859
28,100%,lzma,-3,1,14775082,9.954
29,50%,lzma,-6,1,13497551,25.925
3,100%,xz,-6,32,13503600,25.8
4,50%,lzma,-3,1,14775082,9.952
5,75%,xz,-3,1,14777004,9.969
6,100%,lzma,-6,16,13497551,26.027
7,75%,xz,-6,32,13503600,26.03
8,50%,xz,-3,32,14777004,9.942
9,75%,xz,-9,32,13374160,28.941
