configurationID,format,j,jp2,jbig2,ccitt,size,time
0,tiff,1,1,1,1,739165,1.702
1,tiff,1,1,0,1,739162,1.7
10,png,1,0,1,1,739164,1.738
11,png,1,0,0,1,739162,1.692
12,png,0,1,0,0,3168074,5.445
13,png,0,0,0,0,3168071,5.464
14,png,0,0,0,1,3168071,5.454
15,png,0,1,1,0,3168071,5.394
2,tiff,1,0,1,1,739162,1.769
3,tiff,1,0,0,1,739164,1.726
4,tiff,0,1,0,0,4807717,1.843
5,tiff,0,0,0,0,4807627,1.868
6,tiff,0,0,0,1,4807626,1.825
7,tiff,0,1,1,0,4807708,1.837
8,png,1,1,1,1,739165,1.715
9,png,1,1,0,1,739163,1.723
