configurationID,format,j,jp2,jbig2,ccitt,size,time
0,tiff,1,1,1,1,2214649,4.216
1,tiff,1,1,0,1,2213326,4.217
10,png,1,0,1,1,1753336,8.398
11,png,1,0,0,1,1753294,8.265
12,png,0,1,0,0,1894346,8.288
13,png,0,0,0,0,1894323,8.426
14,png,0,0,0,1,1894393,8.302
15,png,0,1,1,0,1894275,8.337
2,tiff,1,0,1,1,2213207,4.19
3,tiff,1,0,0,1,2214717,4.185
4,tiff,0,1,0,0,2400400,4.2
5,tiff,0,0,0,0,2401268,4.254
6,tiff,0,0,0,1,2401046,4.263
7,tiff,0,1,1,0,2400754,4.281
8,png,1,1,1,1,1753442,8.254
9,png,1,1,0,1,1753261,8.263
