configurationID,format,j,jp2,jbig2,ccitt,size,time
0,tiff,1,1,1,1,1205587,1.171
1,tiff,1,1,0,1,1205714,1.142
10,png,1,0,1,1,1349694,2.514
11,png,1,0,0,1,1349669,2.578
12,png,0,1,0,0,3177553,4.983
13,png,0,0,0,0,3177716,5.032
14,png,0,0,0,1,3177557,5.02
15,png,0,1,1,0,3177549,5.04
2,tiff,1,0,1,1,1205819,1.142
3,tiff,1,0,0,1,1205584,1.193
4,tiff,0,1,0,0,3876313,1.363
5,tiff,0,0,0,0,3876262,1.312
6,tiff,0,0,0,1,3876297,1.358
7,tiff,0,1,1,0,3875917,1.371
8,png,1,1,1,1,1349716,2.606
9,png,1,1,0,1,1349683,2.537
