configurationID,format,j,jp2,jbig2,ccitt,size,time
0,tiff,1,1,1,1,1536652,1.851
1,tiff,1,1,0,1,1536662,1.865
10,png,1,0,1,1,1615750,3.524
11,png,1,0,0,1,1615765,3.579
12,png,0,1,0,0,1843156,3.76
13,png,0,0,0,0,1843160,3.694
14,png,0,0,0,1,1843157,3.695
15,png,0,1,1,0,1843144,3.733
2,tiff,1,0,1,1,1536656,1.848
3,tiff,1,0,0,1,1536649,1.885
4,tiff,0,1,0,0,1795123,1.887
5,tiff,0,0,0,0,1795149,1.936
6,tiff,0,0,0,1,1795111,1.864
7,tiff,0,1,1,0,1795139,1.893
8,png,1,1,1,1,1615773,3.543
9,png,1,1,0,1,1615770,3.528
