configurationID,format,j,jp2,jbig2,ccitt,size,time
0,tiff,1,1,1,1,6362654,6.172
1,tiff,1,1,0,1,6362654,6.157
10,png,1,0,1,1,6662463,12.279
11,png,1,0,0,1,6662717,12.342
12,png,0,1,0,0,10651924,31.972
13,png,0,0,0,0,10651916,32.056
14,png,0,0,0,1,10651886,31.839
15,png,0,1,1,0,10651971,31.75
2,tiff,1,0,1,1,6362689,6.148
3,tiff,1,0,0,1,6362648,6.141
4,tiff,0,1,0,0,11409288,9.336
5,tiff,0,0,0,0,11409676,9.46
6,tiff,0,0,0,1,11409197,9.446
7,tiff,0,1,1,0,11409393,9.505
8,png,1,1,1,1,6662490,12.439
9,png,1,1,0,1,6662750,12.398
