configurationID,format,j,jp2,jbig2,ccitt,size,time
0,tiff,1,1,1,1,3274114,5.464
1,tiff,1,1,0,1,3273953,5.465
10,png,1,0,1,1,3254969,8.799
11,png,1,0,0,1,3254962,8.802
12,png,0,1,0,0,8502339,26.121
13,png,0,0,0,0,8502364,26.149
14,png,0,0,0,1,8502357,26.073
15,png,0,1,1,0,8502358,26.134
2,tiff,1,0,1,1,3273959,5.495
3,tiff,1,0,0,1,3273938,5.458
4,tiff,0,1,0,0,10068886,6.208
5,tiff,0,0,0,0,10068843,6.179
6,tiff,0,0,0,1,10068941,6.164
7,tiff,0,1,1,0,10068921,6.175
8,png,1,1,1,1,3254941,8.906
9,png,1,1,0,1,3254952,8.873
