configurationID,format,j,jp2,jbig2,ccitt,size,time
0,tiff,1,1,1,1,175493,0.202
1,tiff,1,1,0,1,175433,0.199
10,png,1,0,1,1,169387,0.198
11,png,1,0,0,1,169387,0.175
12,png,0,1,0,0,1185033,2.889
13,png,0,0,0,0,1185025,2.888
14,png,0,0,0,1,1184896,2.918
15,png,0,1,1,0,1185042,2.868
2,tiff,1,0,1,1,175508,0.2
3,tiff,1,0,0,1,175433,0.201
4,tiff,0,1,0,0,1698322,0.375
5,tiff,0,0,0,0,1698317,0.37
6,tiff,0,0,0,1,1696538,0.343
7,tiff,0,1,1,0,1698407,0.349
8,png,1,1,1,1,169389,0.172
9,png,1,1,0,1,169389,0.197
