configurationID,jitless,experimental-wasm-modules,experimental-vm-modules,preserve-symlinks-main,no-warnings,node-memory-debug,ops
0,0,0,0,0,0,0,1392793430.5165162
1,1,1,0,1,0,1,13459784.132428948
10,1,0,1,1,1,0,13433958.811228115
11,1,0,1,1,1,1,13620185.04133603
12,0,0,1,1,1,1,1189270737.162212
13,1,0,1,0,1,1,12897889.616668433
14,0,1,1,1,0,0,1189666735.564233
15,0,0,1,0,0,1,1190536255.864909
16,1,1,1,1,0,1,13567958.064042332
17,0,1,0,1,0,1,1392966740.982835
18,0,1,0,0,1,0,1392164070.8793054
19,0,1,0,0,0,1,1190608886.671393
2,1,0,1,1,0,0,13506475.40599221
20,1,0,0,0,0,1,13568577.229419256
21,0,0,0,0,0,1,1399803526.3766446
22,1,1,0,1,0,0,13509063.186317066
23,0,1,1,0,1,0,1190382575.3893688
24,1,1,1,1,1,0,13514838.946642945
25,0,1,1,0,0,1,1190344983.2833307
26,1,1,1,0,0,0,13728154.157313272
27,0,0,1,0,1,0,1191004897.400228
28,1,0,0,0,1,0,13688010.01503073
29,1,1,0,0,1,1,13734566.78714501
3,1,0,1,0,0,0,12867678.782382492
4,1,1,1,1,1,1,13728622.449125744
5,1,0,0,1,1,1,13516958.684890645
6,1,0,0,1,0,1,13685705.463607458
7,0,0,0,1,1,1,1189112420.091348
8,0,0,1,1,0,1,1189943747.3132555
9,0,1,1,1,1,1,1188175910.2039382
