configurationID,memory,format,level,depth,size,time
0,75%,xz,-3,16,3272440,2.33
1,50%,xz,-3,1,3272440,2.319
10,100%,xz,-9,1,2849908,5.908
11,50%,lzma,-6,16,2849620,5.805
12,75%,xz,-3,32,3272440,2.326
13,50%,lzma,-3,16,3271884,2.325
14,50%,lzma,-6,32,2849620,5.811
15,50%,xz,-6,32,2850104,5.802
16,75%,lzma,-3,16,3271884,2.313
17,75%,lzma,-6,32,2849620,5.764
18,100%,lzma,-6,1,2849620,5.823
19,75%,lzma,-3,1,3271884,2.285
2,75%,xz,-9,16,2849908,5.921
20,75%,lzma,-6,1,2849620,5.799
21,75%,lzma,-6,16,2849620,5.802
22,100%,xz,-9,32,2849908,5.871
23,100%,xz,-9,16,2849908,5.825
24,50%,lzma,-9,32,2849422,5.832
25,50%,lzma,-3,32,3271884,2.327
26,100%,xz,-3,1,3272440,2.326
27,100%,lzma,-9,16,2849422,5.95
28,100%,lzma,-3,1,3271884,2.311
29,50%,lzma,-6,1,2849620,5.79
3,100%,xz,-6,32,2850104,5.826
4,50%,lzma,-3,1,3271884,2.304
5,75%,xz,-3,1,3272440,2.325
6,100%,lzma,-6,16,2849620,5.804
7,75%,xz,-6,32,2850104,5.809
8,50%,xz,-3,32,3272440,2.289
9,75%,xz,-9,32,2849908,5.882
