configurationID,memory,format,level,depth,size,time
0,75%,xz,-3,16,3382412,4.09
1,50%,xz,-3,1,3382412,4.08
10,100%,xz,-9,1,2830604,8.452
11,50%,lzma,-6,16,2831189,8.287
12,75%,xz,-3,32,3382412,4.094
13,50%,lzma,-3,16,3381840,4.044
14,50%,lzma,-6,32,2831189,8.252
15,50%,xz,-6,32,2831676,8.277
16,75%,lzma,-3,16,3381840,4.073
17,75%,lzma,-6,32,2831189,8.244
18,100%,lzma,-6,1,2831189,8.292
19,75%,lzma,-3,1,3381840,4.075
2,75%,xz,-9,16,2830604,8.439
20,75%,lzma,-6,1,2831189,8.314
21,75%,lzma,-6,16,2831189,8.316
22,100%,xz,-9,32,2830604,8.489
23,100%,xz,-9,16,2830604,8.482
24,50%,lzma,-9,32,2830116,8.388
25,50%,lzma,-3,32,3381840,4.13
26,100%,xz,-3,1,3382412,4.08
27,100%,lzma,-9,16,2830116,8.438
28,100%,lzma,-3,1,3381840,4.076
29,50%,lzma,-6,1,2831189,8.232
3,100%,xz,-6,32,2831676,8.347
4,50%,lzma,-3,1,3381840,4.109
5,75%,xz,-3,1,3382412,4.111
6,100%,lzma,-6,16,2831189,8.27
7,75%,xz,-6,32,2831676,8.306
8,50%,xz,-3,32,3382412,4.094
9,75%,xz,-9,32,2830604,8.485
