configurationID,memory,format,level,depth,size,time
0,75%,xz,-3,16,10362252,12.749
1,50%,xz,-3,1,10362252,12.692
10,100%,xz,-9,1,8385868,36.252
11,50%,lzma,-6,16,8627467,31.256
12,75%,xz,-3,32,10362252,12.699
13,50%,lzma,-3,16,10360607,12.658
14,50%,lzma,-6,32,8627467,31.17
15,50%,xz,-6,32,8628848,31.296
16,75%,lzma,-3,16,10360607,12.641
17,75%,lzma,-6,32,8627467,31.306
18,100%,lzma,-6,1,8627467,31.289
19,75%,lzma,-3,1,10360607,12.614
2,75%,xz,-9,16,8385868,35.997
20,75%,lzma,-6,1,8627467,31.173
21,75%,lzma,-6,16,8627467,31.437
22,100%,xz,-9,32,8385868,36.236
23,100%,xz,-9,16,8385868,36.037
24,50%,lzma,-9,32,8384529,36.032
25,50%,lzma,-3,32,10360607,12.635
26,100%,xz,-3,1,10362252,12.755
27,100%,lzma,-9,16,8384529,35.864
28,100%,lzma,-3,1,10360607,12.58
29,50%,lzma,-6,1,8627467,31.55
3,100%,xz,-6,32,8628848,31.399
4,50%,lzma,-3,1,10360607,12.649
5,75%,xz,-3,1,10362252,12.722
6,100%,lzma,-6,16,8627467,31.312
7,75%,xz,-6,32,8628848,31.163
8,50%,xz,-3,32,10362252,13.0
9,75%,xz,-9,32,8385868,35.996
