configurationID,memory,format,level,depth,size,time
0,75%,xz,-3,16,515648,0.479
1,50%,xz,-3,1,515648,0.481
10,100%,xz,-9,1,453260,1.558
11,50%,lzma,-6,16,453144,1.51
12,75%,xz,-3,32,515648,0.474
13,50%,lzma,-3,16,515524,0.451
14,50%,lzma,-6,32,453144,1.512
15,50%,xz,-6,32,453260,1.533
16,75%,lzma,-3,16,515524,0.469
17,75%,lzma,-6,32,453144,1.499
18,100%,lzma,-6,1,453144,1.511
19,75%,lzma,-3,1,515524,0.462
2,75%,xz,-9,16,453260,1.55
20,75%,lzma,-6,1,453144,1.525
21,75%,lzma,-6,16,453144,1.487
22,100%,xz,-9,32,453260,1.555
23,100%,xz,-9,16,453260,1.553
24,50%,lzma,-9,32,453144,1.561
25,50%,lzma,-3,32,515524,0.442
26,100%,xz,-3,1,515648,0.489
27,100%,lzma,-9,16,453144,1.539
28,100%,lzma,-3,1,515524,0.461
29,50%,lzma,-6,1,453144,1.499
3,100%,xz,-6,32,453260,1.505
4,50%,lzma,-3,1,515524,0.456
5,75%,xz,-3,1,515648,0.478
6,100%,lzma,-6,16,453144,1.496
7,75%,xz,-6,32,453260,1.506
8,50%,xz,-3,32,515648,0.477
9,75%,xz,-9,32,453260,1.584
