configurationID,memory,format,level,depth,size,time
0,75%,xz,-3,16,1677984,1.777
1,50%,xz,-3,1,1677976,1.748
10,100%,xz,-9,1,1317152,5.198
11,50%,lzma,-6,16,1316901,5.119
12,75%,xz,-3,32,1677984,1.76
13,50%,lzma,-3,16,1677670,1.717
14,50%,lzma,-6,32,1316901,5.114
15,50%,xz,-6,32,1317160,5.139
16,75%,lzma,-3,16,1677670,1.709
17,75%,lzma,-6,32,1316901,5.109
18,100%,lzma,-6,1,1316901,5.101
19,75%,lzma,-3,1,1677670,1.756
2,75%,xz,-9,16,1317160,5.202
20,75%,lzma,-6,1,1316901,5.11
21,75%,lzma,-6,16,1316901,5.12
22,100%,xz,-9,32,1317160,5.231
23,100%,xz,-9,16,1317160,5.231
24,50%,lzma,-9,32,1316901,5.215
25,50%,lzma,-3,32,1677670,1.743
26,100%,xz,-3,1,1677976,1.76
27,100%,lzma,-9,16,1316901,5.187
28,100%,lzma,-3,1,1677670,1.755
29,50%,lzma,-6,1,1316901,5.134
3,100%,xz,-6,32,1317160,5.137
4,50%,lzma,-3,1,1677670,1.741
5,75%,xz,-3,1,1677976,1.761
6,100%,lzma,-6,16,1316901,5.137
7,75%,xz,-6,32,1317160,5.165
8,50%,xz,-3,32,1677984,1.773
9,75%,xz,-9,32,1317160,5.228
