configurationID,memory,format,level,depth,size,time
0,75%,xz,-3,16,3382420,4.101
1,50%,xz,-3,1,3382412,4.077
10,100%,xz,-9,1,2830604,8.468
11,50%,lzma,-6,16,2831189,8.332
12,75%,xz,-3,32,3382420,4.101
13,50%,lzma,-3,16,3381840,4.077
14,50%,lzma,-6,32,2831189,8.389
15,50%,xz,-6,32,2831684,8.378
16,75%,lzma,-3,16,3381840,4.092
17,75%,lzma,-6,32,2831189,8.547
18,100%,lzma,-6,1,2831189,8.412
19,75%,lzma,-3,1,3381840,4.09
2,75%,xz,-9,16,2830612,8.534
20,75%,lzma,-6,1,2831189,8.369
21,75%,lzma,-6,16,2831189,8.402
22,100%,xz,-9,32,2830612,8.549
23,100%,xz,-9,16,2830612,8.55
24,50%,lzma,-9,32,2830116,8.535
25,50%,lzma,-3,32,3381840,4.06
26,100%,xz,-3,1,3382412,4.043
27,100%,lzma,-9,16,2830116,8.577
28,100%,lzma,-3,1,3381840,4.088
29,50%,lzma,-6,1,2831189,8.372
3,100%,xz,-6,32,2831684,8.377
4,50%,lzma,-3,1,3381840,4.028
5,75%,xz,-3,1,3382412,4.064
6,100%,lzma,-6,16,2831189,8.366
7,75%,xz,-6,32,2831684,8.408
8,50%,xz,-3,32,3382420,4.08
9,75%,xz,-9,32,2830612,8.574
