configurationID,format,j,jp2,jbig2,ccitt,size,realtime
0,tiff,1,1,1,1,1612671,0m1.307s
1,tiff,1,1,0,1,1612697,0m1.299s
10,png,1,0,1,1,1577759,0m3.092s
11,png,1,0,0,1,1577752,0m3.063s
12,png,0,1,0,0,2357330,0m5.043s
13,png,0,0,0,0,2357324,0m5.072s
14,png,0,0,0,1,2341684,0m4.870s
15,png,0,1,1,0,2357338,0m5.053s
2,tiff,1,0,1,1,1612698,0m1.324s
3,tiff,1,0,0,1,1612668,0m1.362s
4,tiff,0,1,0,0,2762564,0m1.411s
5,tiff,0,0,0,0,2762569,0m1.395s
6,tiff,0,0,0,1,2745008,0m1.374s
7,tiff,0,1,1,0,2762574,0m1.402s
8,png,1,1,1,1,1577740,0m3.111s
9,png,1,1,0,1,1577758,0m3.114s
