configurationID,format,j,jp2,jbig2,ccitt,size,realtime
0,tiff,1,1,1,1,1205633,0m1.134s
1,tiff,1,1,0,1,1206037,0m1.198s
10,png,1,0,1,1,1349681,0m2.504s
11,png,1,0,0,1,1349704,0m2.504s
12,png,0,1,0,0,3177569,0m4.986s
13,png,0,0,0,0,3177559,0m5.032s
14,png,0,0,0,1,3177547,0m4.985s
15,png,0,1,1,0,3177558,0m4.972s
2,tiff,1,0,1,1,1205613,0m1.157s
3,tiff,1,0,0,1,1205829,0m1.133s
4,tiff,0,1,0,0,3876624,0m1.321s
5,tiff,0,0,0,0,3876575,0m1.298s
6,tiff,0,0,0,1,3876564,0m1.300s
7,tiff,0,1,1,0,3876321,0m1.350s
8,png,1,1,1,1,1349693,0m2.500s
9,png,1,1,0,1,1349680,0m2.538s
