configurationID,format,j,jp2,jbig2,ccitt,size,realtime
0,tiff,1,1,1,1,6362656,0m6.061s
1,tiff,1,1,0,1,6362668,0m6.101s
10,png,1,0,1,1,6662424,0m12.273s
11,png,1,0,0,1,6662468,0m12.247s
12,png,0,1,0,0,10651902,0m32.035s
13,png,0,0,0,0,10651948,0m31.848s
14,png,0,0,0,1,10651937,0m31.927s
15,png,0,1,1,0,10651925,0m31.705s
2,tiff,1,0,1,1,6362663,0m6.102s
3,tiff,1,0,0,1,6362654,0m6.092s
4,tiff,0,1,0,0,11409324,0m9.270s
5,tiff,0,0,0,0,11409204,0m9.393s
6,tiff,0,0,0,1,11409225,0m9.263s
7,tiff,0,1,1,0,11409176,0m9.335s
8,png,1,1,1,1,6662513,0m12.353s
9,png,1,1,0,1,6662491,0m12.510s
