configurationID,format,j,jp2,jbig2,ccitt,size,realtime
0,tiff,1,1,1,1,739164,0m1.686s
1,tiff,1,1,0,1,739160,0m1.683s
10,png,1,0,1,1,739163,0m1.683s
11,png,1,0,0,1,739162,0m1.707s
12,png,0,1,0,0,3168066,0m5.382s
13,png,0,0,0,0,3168067,0m5.394s
14,png,0,0,0,1,3168066,0m5.371s
15,png,0,1,1,0,3168071,0m5.391s
2,tiff,1,0,1,1,739163,0m1.728s
3,tiff,1,0,0,1,739164,0m1.708s
4,tiff,0,1,0,0,4807631,0m1.822s
5,tiff,0,0,0,0,4807723,0m1.803s
6,tiff,0,0,0,1,4807731,0m1.825s
7,tiff,0,1,1,0,4807631,0m1.880s
8,png,1,1,1,1,739164,0m1.714s
9,png,1,1,0,1,739163,0m1.683s
