configurationID,format,j,jp2,jbig2,ccitt,size,realtime
0,tiff,1,1,1,1,3273982,0m5.397s
1,tiff,1,1,0,1,3274003,0m5.435s
10,png,1,0,1,1,3254940,0m8.769s
11,png,1,0,0,1,3254941,0m8.863s
12,png,0,1,0,0,8502328,0m25.996s
13,png,0,0,0,0,8502361,0m26.092s
14,png,0,0,0,1,8502349,0m26.050s
15,png,0,1,1,0,8502350,0m25.974s
2,tiff,1,0,1,1,3273990,0m5.446s
3,tiff,1,0,0,1,3273988,0m5.435s
4,tiff,0,1,0,0,10068865,0m6.152s
5,tiff,0,0,0,0,10068856,0m6.153s
6,tiff,0,0,0,1,10068846,0m6.135s
7,tiff,0,1,1,0,10068849,0m6.097s
8,png,1,1,1,1,3254959,0m8.855s
9,png,1,1,0,1,3254965,0m8.813s
