configurationID,format,j,jp2,jbig2,ccitt,size,realtime
0,tiff,1,1,1,1,15255965,0m8.317s
1,tiff,1,1,0,1,15256813,0m8.335s
10,png,1,0,1,1,15095045,0m24.991s
11,png,1,0,0,1,15095078,0m24.860s
12,png,0,1,0,0,14807358,0m31.591s
13,png,0,0,0,0,14807336,0m31.633s
14,png,0,0,0,1,14807326,0m31.556s
15,png,0,1,1,0,14807359,0m31.638s
2,tiff,1,0,1,1,15255150,0m8.257s
3,tiff,1,0,0,1,15255222,0m8.253s
4,tiff,0,1,0,0,14377321,0m8.756s
5,tiff,0,0,0,0,14377621,0m8.830s
6,tiff,0,0,0,1,14377482,0m8.799s
7,tiff,0,1,1,0,14376788,0m8.762s
8,png,1,1,1,1,15095068,0m25.026s
9,png,1,1,0,1,15095097,0m24.911s
